Respondent ID,Question,Option,Questions_clean,Options_clean
Ekzdg0B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
q4ZDMyd,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
eqZQjNq,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
VLEQX76,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
QK2epLG,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
5BKjYzb,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
yPZ2b7B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
44XJ08O,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
OD14xya,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
KYQ5jBX,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
ob6eJa5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
7RlKXKR,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
xXxD2B5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
eqZrg9l,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
OD1XRx8,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
jaDoNVa,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Xxl4zJO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
ob6GlvM,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
