Respondent ID,Question,Option
2E8X249,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
eqZMdql,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
aQNexBb,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
RGKMGjP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
rjyajqL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
b5VjZJ6,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
yPZ2M5W,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
68JjNMA,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
WO9EAVL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
gDjd4jJ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
81oa8jP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
44XJ1PO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
RGKMrx4,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
2E8aVND,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
Ekzdg0B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
q4ZDMyd,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
eqZQjNq,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
VLEQX76,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
5BKjYzb,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
yPZ2b7B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
vGjeaad,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
44XJ08O,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
OD14xya,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
ob6eJa5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
7RlKXKR,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Improved access to global markets and international partnerships
